codigo,codigo_global,numero_na_selecao,selecao,grupo,confederacao,ranking_fifa,jogador,posicao,clube,tipo,raridade,is_brilhante,rating_overall,pagina_album
IRÃ12,731,12,Irã,I,AFC,21,Al-Dawsari,MEI,Ulsan,Jogador,Normal,0,78,73
IRÃ13,732,13,Irã,I,AFC,21,Al-Dawsari,ATA,Melbourne City,Jogador,Normal,0,81,73
IRÃ14,733,14,Irã,I,AFC,21,Al-Dawsari,ATA,Urawa Reds,Jogador,Normal,0,77,73
IRÃ15,734,15,Irã,I,AFC,21,Al-Faraj,ATA,Melbourne City,Jogador,Normal,0,75,73
IRÃ16,735,16,Irã,I,AFC,21,Choi,ATA,Ulsan,Jogador,Normal,0,75,73
IRÃ17,736,17,Irã,I,AFC,21,Salem,ATA,Yokohama FM,Jogador,Normal,0,77,73
IRÃ18,737,18,Irã,I,AFC,21,Kubo,ATA,Kashima Antlers,Jogador,Normal,0,75,73
IRÃ19,738,19,Irã,I,AFC,21,Estrela Irã,ATA,Ulsan,Estrela,Brilhante,1,77,73
IRÃ20,739,20,Irã,I,AFC,21,Estrela Irã,ATA,Al-Hilal,Destaque,Brilhante,1,79,73
ITÁ01,740,1,Itália,J,UEFA,10,Escudo Itália,ESP,—,Escudo,Brilhante,1,,75
ITÁ02,741,2,Itália,J,UEFA,10,Grupo J — Itália,ESP,—,Grupo,Normal,0,,75
ITÁ03,742,3,Itália,J,UEFA,10,Gianluigi Donnarumma,GOL,PSG,Goleiro,Normal,0,86,75
ITÁ04,743,4,Itália,J,UEFA,10,Alex Meret,GOL,Napoli,Goleiro,Normal,0,81,75
ITÁ05,744,5,Itália,J,UEFA,10,Giorgio Scalvini,ZAG,Atalanta,Jogador,Normal,0,85,75
ITÁ06,745,6,Itália,J,UEFA,10,Alessandro Bastoni,ZAG,Inter de Milão,Jogador,Normal,0,82,75
ITÁ07,746,7,Itália,J,UEFA,10,Riccardo Calafiori,ZAG,Arsenal,Jogador,Normal,0,79,75
ITÁ08,747,8,Itália,J,UEFA,10,Giovanni Di Lorenzo,LAT,Napoli,Jogador,Normal,0,81,75
ITÁ09,748,9,Itália,J,UEFA,10,Federico Dimarco,LAT,Inter de Milão,Jogador,Normal,0,82,75
ITÁ10,749,10,Itália,J,UEFA,10,Nicolo Barella,MEI,Inter de Milão,Jogador,Normal,0,79,75
ITÁ11,750,11,Itália,J,UEFA,10,Manuel Locatelli,VOL,Juventus,Jogador,Normal,0,84,75
ITÁ12,751,12,Itália,J,UEFA,10,Davide Frattesi,MEI,Inter de Milão,Jogador,Normal,0,77,75
ITÁ13,752,13,Itália,J,UEFA,10,Sandro Tonali,MEI,Newcastle,Jogador,Normal,0,82,75
ITÁ14,753,14,Itália,J,UEFA,10,Federico Chiesa,ATA,Liverpool,Jogador,Normal,0,82,75
ITÁ15,754,15,Itália,J,UEFA,10,Giacomo Raspadori,ATA,Napoli,Jogador,Normal,0,79,75
ITÁ16,755,16,Itália,J,UEFA,10,Matteo Politano,ATA,Napoli,Jogador,Normal,0,79,75
ITÁ17,756,17,Itália,J,UEFA,10,Mateo Retegui,ATA,Atalanta,Jogador,Normal,0,85,75
ITÁ18,757,18,Itália,J,UEFA,10,Lorenzo Pellegrini,MEI,Roma,Jogador,Normal,0,82,75
ITÁ19,758,19,Itália,J,UEFA,10,Giacomo Raspadori,ATA,Napoli,Estrela,Brilhante,1,84,75
ITÁ20,759,20,Itália,J,UEFA,10,Giacomo Raspadori,ATA,Napoli,Destaque,Brilhante,1,83,75
CAN01,760,1,Canadá,J,CONCACAF,38,Escudo Canadá,ESP,—,Escudo,Brilhante,1,,77
CAN02,761,2,Canadá,J,CONCACAF,38,Grupo J — Canadá,ESP,—,Grupo,Normal,0,,77
CAN03,762,3,Canadá,J,CONCACAF,38,David,GOL,Pumas,Goleiro,Normal,0,73,77
CAN04,763,4,Canadá,J,CONCACAF,38,Osorio,GOL,Tigres UANL,Goleiro,Normal,0,72,77
CAN05,764,5,Canadá,J,CONCACAF,38,Jiménez,ZAG,Club América,Jogador,Normal,0,70,77
CAN06,765,6,Canadá,J,CONCACAF,38,Osorio,ZAG,CF Montréal,Jogador,Normal,0,69,77
CAN07,766,7,Canadá,J,CONCACAF,38,David,ZAG,León,Jogador,Normal,0,73,77
CAN08,767,8,Canadá,J,CONCACAF,38,Lozano,LAT,Chivas,Jogador,Normal,0,70,77
CAN09,768,9,Canadá,J,CONCACAF,38,Davies,LAT,Toronto FC,Jogador,Normal,0,72,77
CAN10,769,10,Canadá,J,CONCACAF,38,Antuna,VOL,Tigres UANL,Jogador,Normal,0,77,77
CAN11,770,11,Canadá,J,CONCACAF,38,Larin,MEI,León,Jogador,Normal,0,75,77
CAN12,771,12,Canadá,J,CONCACAF,38,Larin,MEI,Pumas,Jogador,Normal,0,78,77
CAN13,772,13,Canadá,J,CONCACAF,38,Lozano,ATA,Pumas,Jogador,Normal,0,75,77
CAN14,773,14,Canadá,J,CONCACAF,38,Buchanan,ATA,Pumas,Jogador,Normal,0,76,77
CAN15,774,15,Canadá,J,CONCACAF,38,Lawrence,ATA,León,Jogador,Normal,0,73,77
CAN16,775,16,Canadá,J,CONCACAF,38,Jiménez,ATA,CF Montréal,Jogador,Normal,0,72,77
CAN17,776,17,Canadá,J,CONCACAF,38,Lozano,ATA,Cruz Azul,Jogador,Normal,0,76,77
CAN18,777,18,Canadá,J,CONCACAF,38,Cavallini,ATA,Toronto FC,Jogador,Normal,0,73,77
CAN19,778,19,Canadá,J,CONCACAF,38,Estrela Canadá,ATA,LA Galaxy,Estrela,Brilhante,1,72,77
CAN20,779,20,Canadá,J,CONCACAF,38,Estrela Canadá,ATA,Chivas,Destaque,Brilhante,1,77,77
CON01,780,1,Congo,J,CAF,85,Escudo Congo,ESP,—,Escudo,Brilhante,1,,79
CON02,781,2,Congo,J,CAF,85,Grupo J — Congo,ESP,—,Grupo,Normal,0,,79
CON03,782,3,Congo,J,CAF,85,Diallo,GOL,Mamelodi Sundowns,Goleiro,Normal,0,64,79
CON04,783,4,Congo,J,CAF,85,Traore,GOL,Kaizer Chiefs,Goleiro,Normal,0,62,79
CON05,784,5,Congo,J,CAF,85,Osei,ZAG,Mamelodi Sundowns,Jogador,Normal,0,66,79
CON06,785,6,Congo,J,CAF,85,Diop,ZAG,Espérance Tunis,Jogador,Normal,0,60,79
CON07,786,7,Congo,J,CAF,85,Osei,ZAG,Raja Casablanca,Jogador,Normal,0,66,79
CON08,787,8,Congo,J,CAF,85,Diallo,LAT,Asante Kotoko,Jogador,Normal,0,61,79
CON09,788,9,Congo,J,CAF,85,Cissé,LAT,Raja Casablanca,Jogador,Normal,0,66,79
CON10,789,10,Congo,J,CAF,85,Traore,VOL,Kaizer Chiefs,Jogador,Normal,0,65,79
CON11,790,11,Congo,J,CAF,85,Touré,MEI,TP Mazembe,Jogador,Normal,0,62,79
CON12,791,12,Congo,J,CAF,85,Keita,MEI,Al-Ahly,Jogador,Normal,0,63,79
CON13,792,13,Congo,J,CAF,85,Touré,ATA,Kaizer Chiefs,Jogador,Normal,0,59,79
CON14,793,14,Congo,J,CAF,85,Traore,ATA,Raja Casablanca,Jogador,Normal,0,62,79
CON15,794,15,Congo,J,CAF,85,Keita,ATA,TP Mazembe,Jogador,Normal,0,61,79
CON16,795,16,Congo,J,CAF,85,Coulibaly,ATA,Asante Kotoko,Jogador,Normal,0,62,79
CON17,796,17,Congo,J,CAF,85,Fall,ATA,Wydad,Jogador,Normal,0,66,79
CON18,797,18,Congo,J,CAF,85,Osei,ATA,Zamalek,Jogador,Normal,0,68,79
CON19,798,19,Congo,J,CAF,85,Estrela Congo,ATA,Kaizer Chiefs,Estrela,Brilhante,1,66,79
CON20,799,20,Congo,J,CAF,85,Estrela Congo,ATA,TP Mazembe,Destaque,Brilhante,1,66,79
PER01,800,1,Peru,J,CONMEBOL,42,Escudo Peru,ESP,—,Escudo,Brilhante,1,,81
PER02,801,2,Peru,J,CONMEBOL,42,Grupo J — Peru,ESP,—,Grupo,Normal,0,,81
PER03,802,3,Peru,J,CONMEBOL,42,Silva,GOL,Racing Club,Goleiro,Normal,0,73,81
PER04,803,4,Peru,J,CONMEBOL,42,González,GOL,São Paulo,Goleiro,Normal,0,71,81
PER05,804,5,Peru,J,CONMEBOL,42,González,ZAG,Peñarol,Jogador,Normal,0,70,81
PER06,805,6,Peru,J,CONMEBOL,42,Flores,ZAG,Peñarol,Jogador,Normal,0,76,81
PER07,806,7,Peru,J,CONMEBOL,42,Herrera,ZAG,Independiente,Jogador,Normal,0,70,81
PER08,807,8,Peru,J,CONMEBOL,42,Silva,LAT,Athletico PR,Jogador,Normal,0,72,81
PER09,808,9,Peru,J,CONMEBOL,42,González,LAT,Palmeiras,Jogador,Normal,0,76,81
PER10,809,10,Peru,J,CONMEBOL,42,Castillo,VOL,São Paulo,Jogador,Normal,0,71,81
PER11,810,11,Peru,J,CONMEBOL,42,Flores,MEI,River Plate,Jogador,Normal,0,72,81
PER12,811,12,Peru,J,CONMEBOL,42,Flores,MEI,Corinthians,Jogador,Normal,0,67,81
PER13,812,13,Peru,J,CONMEBOL,42,Silva,ATA,Peñarol,Jogador,Normal,0,70,81
PER14,813,14,Peru,J,CONMEBOL,42,Fernández,ATA,Corinthians,Jogador,Normal,0,72,81
PER15,814,15,Peru,J,CONMEBOL,42,Santos,ATA,Santos,Jogador,Normal,0,71,81
PER16,815,16,Peru,J,CONMEBOL,42,Torres,ATA,River Plate,Jogador,Normal,0,78,81
PER17,816,17,Peru,J,CONMEBOL,42,Castillo,ATA,River Plate,Jogador,Normal,0,69,81
PER18,817,18,Peru,J,CONMEBOL,42,Vargas,ATA,Boca Juniors,Jogador,Normal,0,76,81
PER19,818,19,Peru,J,CONMEBOL,42,Estrela Peru,ATA,Corinthians,Estrela,Brilhante,1,70,81
PER20,819,20,Peru,J,CONMEBOL,42,Estrela Peru,ATA,Nacional,Destaque,Brilhante,1,71,81
DIN01,820,1,Dinamarca,K,UEFA,23,Escudo Dinamarca,ESP,—,Escudo,Brilhante,1,,83
DIN02,821,2,Dinamarca,K,UEFA,23,Grupo K — Dinamarca,ESP,—,Grupo,Normal,0,,83
DIN03,822,3,Dinamarca,K,UEFA,23,Smith,GOL,Celtic,Goleiro,Normal,0,73,83
DIN04,823,4,Dinamarca,K,UEFA,23,Hansen,GOL,Benfica,Goleiro,Normal,0,81,83
DIN05,824,5,Dinamarca,K,UEFA,23,Kovač,ZAG,Porto,Jogador,Normal,0,75,83
DIN06,825,6,Dinamarca,K,UEFA,23,Popescu,ZAG,Slavia Praha,Jogador,Normal,0,82,83
DIN07,826,7,Dinamarca,K,UEFA,23,Svensson,ZAG,Rangers,Jogador,Normal,0,74,83
DIN08,827,8,Dinamarca,K,UEFA,23,Kovač,LAT,Porto,Jogador,Normal,0,76,83
DIN09,828,9,Dinamarca,K,UEFA,23,Müller,LAT,Porto,Jogador,Normal,0,80,83
DIN10,829,10,Dinamarca,K,UEFA,23,Renard,VOL,Celtic,Jogador,Normal,0,75,83
DIN11,830,11,Dinamarca,K,UEFA,23,García,MEI,Anderlecht,Jogador,Normal,0,78,83
DIN12,831,12,Dinamarca,K,UEFA,23,Popescu,MEI,Celtic,Jogador,Normal,0,79,83
DIN13,832,13,Dinamarca,K,UEFA,23,Rossi,ATA,Anderlecht,Jogador,Normal,0,80,83
DIN14,833,14,Dinamarca,K,UEFA,23,Svensson,ATA,Rangers,Jogador,Normal,0,75,83
DIN15,834,15,Dinamarca,K,UEFA,23,Petrov,ATA,Anderlecht,Jogador,Normal,0,78,83
DIN16,835,16,Dinamarca,K,UEFA,23,Kovač,ATA,Lyon,Jogador,Normal,0,77,83
DIN17,836,17,Dinamarca,K,UEFA,23,Dembélé,ATA,Besiktas,Jogador,Normal,0,80,83
DIN18,837,18,Dinamarca,K,UEFA,23,Rossi,ATA,Anderlecht,Jogador,Normal,0,79,83
DIN19,838,19,Dinamarca,K,UEFA,23,Estrela Dinamarca,ATA,Anderlecht,Estrela,Brilhante,1,76,83
DIN20,839,20,Dinamarca,K,UEFA,23,Estrela Dinamarca,ATA,Benfica,Destaque,Brilhante,1,78,83
HAI01,840,1,Haiti,K,CONCACAF,99,Escudo Haiti,ESP,—,Escudo,Brilhante,1,,85
HAI02,841,2,Haiti,K,CONCACAF,99,Grupo K — Haiti,ESP,—,Grupo,Normal,0,,85
HAI03,842,3,Haiti,K,CONCACAF,99,David,GOL,Tigres UANL,Goleiro,Normal,0,60,85
HAI04,843,4,Haiti,K,CONCACAF,99,Lozano,GOL,Pumas,Goleiro,Normal,0,61,85
HAI05,844,5,Haiti,K,CONCACAF,99,Cavallini,ZAG,Seattle Sounders,Jogador,Normal,0,62,85
HAI06,845,6,Haiti,K,CONCACAF,99,Millar,ZAG,León,Jogador,Normal,0,66,85
HAI07,846,7,Haiti,K,CONCACAF,99,David,ZAG,LA Galaxy,Jogador,Normal,0,59,85
HAI08,847,8,Haiti,K,CONCACAF,99,Buchanan,LAT,LA Galaxy,Jogador,Normal,0,61,85
HAI09,848,9,Haiti,K,CONCACAF,99,Johnston,LAT,Chivas,Jogador,Normal,0,68,85
HAI10,849,10,Haiti,K,CONCACAF,99,Millar,VOL,Chivas,Jogador,Normal,0,69,85
HAI11,850,11,Haiti,K,CONCACAF,99,Cavallini,MEI,LA Galaxy,Jogador,Normal,0,68,85
HAI12,851,12,Haiti,K,CONCACAF,99,Lawrence,MEI,Cruz Azul,Jogador,Normal,0,60,85
HAI13,852,13,Haiti,K,CONCACAF,99,Buchanan,ATA,Cruz Azul,Jogador,Normal,0,64,85
HAI14,853,14,Haiti,K,CONCACAF,99,Davies,ATA,CF Montréal,Jogador,Normal,0,65,85
HAI15,854,15,Haiti,K,CONCACAF,99,Johnston,ATA,Chivas,Jogador,Normal,0,64,85
HAI16,855,16,Haiti,K,CONCACAF,99,Johnston,ATA,León,Jogador,Normal,0,64,85
HAI17,856,17,Haiti,K,CONCACAF,99,Moreno,ATA,León,Jogador,Normal,0,65,85
HAI18,857,18,Haiti,K,CONCACAF,99,Cavallini,ATA,CF Montréal,Jogador,Normal,0,63,85
HAI19,858,19,Haiti,K,CONCACAF,99,Estrela Haiti,ATA,Chivas,Estrela,Brilhante,1,60,85
HAI20,859,20,Haiti,K,CONCACAF,99,Estrela Haiti,ATA,Chivas,Destaque,Brilhante,1,65,85
VEN01,860,1,Venezuela,K,CONMEBOL,31,Escudo Venezuela,ESP,—,Escudo,Brilhante,1,,87
VEN02,861,2,Venezuela,K,CONMEBOL,31,Grupo K — Venezuela,ESP,—,Grupo,Normal,0,,87
VEN03,862,3,Venezuela,K,CONMEBOL,31,Santos,GOL,Racing Club,Goleiro,Normal,0,75,87
VEN04,863,4,Venezuela,K,CONMEBOL,31,López,GOL,Boca Juniors,Goleiro,Normal,0,72,87
VEN05,864,5,Venezuela,K,CONMEBOL,31,Silva,ZAG,Corinthians,Jogador,Normal,0,76,87
VEN06,865,6,Venezuela,K,CONMEBOL,31,Ramírez,ZAG,Peñarol,Jogador,Normal,0,75,87
VEN07,866,7,Venezuela,K,CONMEBOL,31,Santos,ZAG,Athletico PR,Jogador,Normal,0,72,87
VEN08,867,8,Venezuela,K,CONMEBOL,31,Castillo,LAT,Independiente,Jogador,Normal,0,77,87
VEN09,868,9,Venezuela,K,CONMEBOL,31,Martínez,LAT,Racing Club,Jogador,Normal,0,68,87
VEN10,869,10,Venezuela,K,CONMEBOL,31,Rodríguez,VOL,Corinthians,Jogador,Normal,0,72,87
VEN11,870,11,Venezuela,K,CONMEBOL,31,López,MEI,Palmeiras,Jogador,Normal,0,74,87
VEN12,871,12,Venezuela,K,CONMEBOL,31,Ramírez,MEI,River Plate,Jogador,Normal,0,69,87
VEN13,872,13,Venezuela,K,CONMEBOL,31,Flores,ATA,São Paulo,Jogador,Normal,0,69,87
VEN14,873,14,Venezuela,K,CONMEBOL,31,Castillo,ATA,Palmeiras,Jogador,Normal,0,72,87
VEN15,874,15,Venezuela,K,CONMEBOL,31,Castillo,ATA,Santos,Jogador,Normal,0,70,87
VEN16,875,16,Venezuela,K,CONMEBOL,31,Santos,ATA,Nacional,Jogador,Normal,0,74,87
VEN17,876,17,Venezuela,K,CONMEBOL,31,González,ATA,Athletico PR,Jogador,Normal,0,76,87
VEN18,877,18,Venezuela,K,CONMEBOL,31,Ramírez,ATA,Corinthians,Jogador,Normal,0,75,87
VEN19,878,19,Venezuela,K,CONMEBOL,31,Estrela Venezuela,ATA,Independiente,Estrela,Brilhante,1,74,87
VEN20,879,20,Venezuela,K,CONMEBOL,31,Estrela Venezuela,ATA,Flamengo,Destaque,Brilhante,1,77,87
NIG01,880,1,Nigéria,K,CAF,45,Escudo Nigéria,ESP,—,Escudo,Brilhante,1,,89
NIG02,881,2,Nigéria,K,CAF,45,Grupo K — Nigéria,ESP,—,Grupo,Normal,0,,89
NIG03,882,3,Nigéria,K,CAF,45,Cissé,GOL,Mamelodi Sundowns,Goleiro,Normal,0,69,89
NIG04,883,4,Nigéria,K,CAF,45,Keita,GOL,Mamelodi Sundowns,Goleiro,Normal,0,77,89
NIG05,884,5,Nigéria,K,CAF,45,Mensah,ZAG,Mamelodi Sundowns,Jogador,Normal,0,69,89
NIG06,885,6,Nigéria,K,CAF,45,Coulibaly,ZAG,Al-Ahly,Jogador,Normal,0,68,89
NIG07,886,7,Nigéria,K,CAF,45,Kamara,ZAG,Wydad,Jogador,Normal,0,71,89
NIG08,887,8,Nigéria,K,CAF,45,Osei,LAT,TP Mazembe,Jogador,Normal,0,71,89
NIG09,888,9,Nigéria,K,CAF,45,Keita,LAT,Al-Ahly,Jogador,Normal,0,70,89
NIG10,889,10,Nigéria,K,CAF,45,Asante,VOL,Asante Kotoko,Jogador,Normal,0,72,89
NIG11,890,11,Nigéria,K,CAF,45,Diop,MEI,TP Mazembe,Jogador,Normal,0,73,89
NIG12,891,12,Nigéria,K,CAF,45,Coulibaly,MEI,Wydad,Jogador,Normal,0,73,89
NIG13,892,13,Nigéria,K,CAF,45,Touré,ATA,Espérance Tunis,Jogador,Normal,0,77,89
NIG14,893,14,Nigéria,K,CAF,45,Fall,ATA,Zamalek,Jogador,Normal,0,72,89
NIG15,894,15,Nigéria,K,CAF,45,Keita,ATA,Wydad,Jogador,Normal,0,75,89
NIG16,895,16,Nigéria,K,CAF,45,Fall,ATA,Al-Ahly,Jogador,Normal,0,76,89
NIG17,896,17,Nigéria,K,CAF,45,Traore,ATA,Mamelodi Sundowns,Jogador,Normal,0,75,89
NIG18,897,18,Nigéria,K,CAF,45,Osei,ATA,TP Mazembe,Jogador,Normal,0,71,89
NIG19,898,19,Nigéria,K,CAF,45,Estrela Nigéria,ATA,Kaizer Chiefs,Estrela,Brilhante,1,75,89
NIG20,899,20,Nigéria,K,CAF,45,Estrela Nigéria,ATA,Mamelodi Sundowns,Destaque,Brilhante,1,75,89
ARG01,900,1,Argélia,L,CAF,28,Escudo Argélia,ESP,—,Escudo,Brilhante,1,,91
ARG02,901,2,Argélia,L,CAF,28,Grupo L — Argélia,ESP,—,Grupo,Normal,0,,91
ARG03,902,3,Argélia,L,CAF,28,Mensah,GOL,Asante Kotoko,Goleiro,Normal,0,71,91
ARG04,903,4,Argélia,L,CAF,28,Coulibaly,GOL,TP Mazembe,Goleiro,Normal,0,72,91
ARG05,904,5,Argélia,L,CAF,28,Touré,ZAG,Kaizer Chiefs,Jogador,Normal,0,76,91
ARG06,905,6,Argélia,L,CAF,28,Osei,ZAG,Mamelodi Sundowns,Jogador,Normal,0,76,91
ARG07,906,7,Argélia,L,CAF,28,Koné,ZAG,TP Mazembe,Jogador,Normal,0,76,91
ARG08,907,8,Argélia,L,CAF,28,Diallo,LAT,Al-Ahly,Jogador,Normal,0,74,91
ARG09,908,9,Argélia,L,CAF,28,Touré,LAT,Raja Casablanca,Jogador,Normal,0,81,91
ARG10,909,10,Argélia,L,CAF,28,Keita,VOL,Mamelodi Sundowns,Jogador,Normal,0,77,91
ARG11,910,11,Argélia,L,CAF,28,Coulibaly,MEI,Zamalek,Jogador,Normal,0,71,91
ARG12,911,12,Argélia,L,CAF,28,Ndiaye,MEI,TP Mazembe,Jogador,Normal,0,77,91
ARG13,912,13,Argélia,L,CAF,28,Keita,ATA,TP Mazembe,Jogador,Normal,0,75,91
ARG14,913,14,Argélia,L,CAF,28,Asante,ATA,Raja Casablanca,Jogador,Normal,0,76,91
ARG15,914,15,Argélia,L,CAF,28,Mbaye,ATA,Espérance Tunis,Jogador,Normal,0,71,91
ARG16,915,16,Argélia,L,CAF,28,Diop,ATA,Al-Ahly,Jogador,Normal,0,76,91
ARG17,916,17,Argélia,L,CAF,28,Diallo,ATA,Kaizer Chiefs,Jogador,Normal,0,75,91
ARG18,917,18,Argélia,L,CAF,28,Kamara,ATA,Espérance Tunis,Jogador,Normal,0,76,91
ARG19,918,19,Argélia,L,CAF,28,Estrela Argélia,ATA,TP Mazembe,Estrela,Brilhante,1,78,91
ARG20,919,20,Argélia,L,CAF,28,Estrela Argélia,ATA,TP Mazembe,Destaque,Brilhante,1,82,91
ARÁ01,920,1,Arábia Saudita,L,AFC,66,Escudo Arábia Saudita,ESP,—,Escudo,Brilhante,1,,93
ARÁ02,921,2,Arábia Saudita,L,AFC,66,Grupo L — Arábia Saudita,ESP,—,Grupo,Normal,0,,93
ARÁ03,922,3,Arábia Saudita,L,AFC,66,Al-Dawsari,GOL,Al-Nassr,Goleiro,Normal,0,67,93
ARÁ04,923,4,Arábia Saudita,L,AFC,66,Kim,GOL,Jeonbuk,Goleiro,Normal,0,65,93
ARÁ05,924,5,Arábia Saudita,L,AFC,66,Nishino,ZAG,Yokohama FM,Jogador,Normal,0,65,93
ARÁ06,925,6,Arábia Saudita,L,AFC,66,Al-Faraj,ZAG,Jeonbuk,Jogador,Normal,0,66,93
ARÁ07,926,7,Arábia Saudita,L,AFC,66,Honda,ZAG,Al-Nassr,Jogador,Normal,0,63,93
ARÁ08,927,8,Arábia Saudita,L,AFC,66,Honda,LAT,Yokohama FM,Jogador,Normal,0,66,93
ARÁ09,928,9,Arábia Saudita,L,AFC,66,Endo,LAT,Al-Nassr,Jogador,Normal,0,65,93
ARÁ10,929,10,Arábia Saudita,L,AFC,66,Al-Faraj,VOL,Kashima Antlers,Jogador,Normal,0,69,93
ARÁ11,930,11,Arábia Saudita,L,AFC,66,Salem,MEI,Urawa Reds,Jogador,Normal,0,70,93
ARÁ12,931,12,Arábia Saudita,L,AFC,66,Nishino,MEI,Al-Ittihad,Jogador,Normal,0,62,93
ARÁ13,932,13,Arábia Saudita,L,AFC,66,Endo,ATA,Al-Nassr,Jogador,Normal,0,70,93
ARÁ14,933,14,Arábia Saudita,L,AFC,66,Endo,ATA,Urawa Reds,Jogador,Normal,0,74,93
ARÁ15,934,15,Arábia Saudita,L,AFC,66,Salem,ATA,Jeonbuk,Jogador,Normal,0,72,93
ARÁ16,935,16,Arábia Saudita,L,AFC,66,Al-Faraj,ATA,Al-Ittihad,Jogador,Normal,0,66,93
ARÁ17,936,17,Arábia Saudita,L,AFC,66,Lee,ATA,Al-Ittihad,Jogador,Normal,0,64,93
ARÁ18,937,18,Arábia Saudita,L,AFC,66,Choi,ATA,Al-Ittihad,Jogador,Normal,0,70,93
ARÁ19,938,19,Arábia Saudita,L,AFC,66,Estrela Arábia Saudita,ATA,Al-Ittihad,Estrela,Brilhante,1,71,93
ARÁ20,939,20,Arábia Saudita,L,AFC,66,Estrela Arábia Saudita,ATA,Al-Ittihad,Destaque,Brilhante,1,72,93
REP01,940,1,Rep. Tcheca,L,UEFA,27,Escudo Rep. Tcheca,ESP,—,Escudo,Brilhante,1,,95
REP02,941,2,Rep. Tcheca,L,UEFA,27,Grupo L — Rep. Tcheca,ESP,—,Grupo,Normal,0,,95
REP03,942,3,Rep. Tcheca,L,UEFA,27,Weber,GOL,Slavia Praha,Goleiro,Normal,0,80,95
REP04,943,4,Rep. Tcheca,L,UEFA,27,Weber,GOL,Shakhtar,Goleiro,Normal,0,77,95
REP05,944,5,Rep. Tcheca,L,UEFA,27,Novak,ZAG,Sparta Praha,Jogador,Normal,0,80,95
REP06,945,6,Rep. Tcheca,L,UEFA,27,Novak,ZAG,Porto,Jogador,Normal,0,78,95
REP07,946,7,Rep. Tcheca,L,UEFA,27,García,ZAG,Anderlecht,Jogador,Normal,0,78,95
REP08,947,8,Rep. Tcheca,L,UEFA,27,Petrov,LAT,Slavia Praha,Jogador,Normal,0,77,95
REP09,948,9,Rep. Tcheca,L,UEFA,27,Müller,LAT,Galatasaray,Jogador,Normal,0,76,95
REP10,949,10,Rep. Tcheca,L,UEFA,27,García,VOL,Feyenoord,Jogador,Normal,0,75,95
REP11,950,11,Rep. Tcheca,L,UEFA,27,Weber,MEI,Lyon,Jogador,Normal,0,73,95
REP12,951,12,Rep. Tcheca,L,UEFA,27,Popescu,MEI,Sparta Praha,Jogador,Normal,0,73,95
REP13,952,13,Rep. Tcheca,L,UEFA,27,García,ATA,Shakhtar,Jogador,Normal,0,81,95
REP14,953,14,Rep. Tcheca,L,UEFA,27,García,ATA,Rangers,Jogador,Normal,0,80,95
REP15,954,15,Rep. Tcheca,L,UEFA,27,Dembélé,ATA,Anderlecht,Jogador,Normal,0,75,95
REP16,955,16,Rep. Tcheca,L,UEFA,27,Müller,ATA,Anderlecht,Jogador,Normal,0,82,95
REP17,956,17,Rep. Tcheca,L,UEFA,27,Andersen,ATA,Galatasaray,Jogador,Normal,0,75,95
REP18,957,18,Rep. Tcheca,L,UEFA,27,Fischer,ATA,Celtic,Jogador,Normal,0,74,95
REP19,958,19,Rep. Tcheca,L,UEFA,27,Estrela Rep. Tcheca,ATA,Lyon,Estrela,Brilhante,1,81,95
REP20,959,20,Rep. Tcheca,L,UEFA,27,Estrela Rep. Tcheca,ATA,Benfica,Destaque,Brilhante,1,80,95
MAR01,960,1,Marrocos (2),L,CAF,14,Escudo Marrocos (2),ESP,—,Escudo,Brilhante,1,,97
MAR02,961,2,Marrocos (2),L,CAF,14,Grupo L — Marrocos (2),ESP,—,Grupo,Normal,0,,97
MAR03,962,3,Marrocos (2),L,CAF,14,Asante,GOL,Zamalek,Goleiro,Normal,0,82,97
MAR04,963,4,Marrocos (2),L,CAF,14,Osei,GOL,Wydad,Goleiro,Normal,0,80,97
MAR05,964,5,Marrocos (2),L,CAF,14,Koné,ZAG,Kaizer Chiefs,Jogador,Normal,0,78,97
MAR06,965,6,Marrocos (2),L,CAF,14,Mbaye,ZAG,Asante Kotoko,Jogador,Normal,0,79,97
MAR07,966,7,Marrocos (2),L,CAF,14,Keita,ZAG,Espérance Tunis,Jogador,Normal,0,78,97
MAR08,967,8,Marrocos (2),L,CAF,14,Cissé,LAT,Mamelodi Sundowns,Jogador,Normal,0,81,97
MAR09,968,9,Marrocos (2),L,CAF,14,Diop,LAT,Espérance Tunis,Jogador,Normal,0,81,97
MAR10,969,10,Marrocos (2),L,CAF,14,Fall,VOL,Al-Ahly,Jogador,Normal,0,82,97
MAR11,970,11,Marrocos (2),L,CAF,14,Osei,MEI,Espérance Tunis,Jogador,Normal,0,76,97
MAR12,971,12,Marrocos (2),L,CAF,14,Coulibaly,MEI,Zamalek,Jogador,Normal,0,84,97
MAR13,972,13,Marrocos (2),L,CAF,14,Osei,ATA,TP Mazembe,Jogador,Normal,0,82,97
MAR14,973,14,Marrocos (2),L,CAF,14,Touré,ATA,Wydad,Jogador,Normal,0,79,97
MAR15,974,15,Marrocos (2),L,CAF,14,Traore,ATA,Wydad,Jogador,Normal,0,79,97
MAR16,975,16,Marrocos (2),L,CAF,14,Touré,ATA,TP Mazembe,Jogador,Normal,0,77,97
